EXT_SOURCE_2,EXT_SOURCE_3,EXT_SOURCE_1,DAYS_EMPLOYED,CODE_GENDER,PAYMENT_RATE,AMT_ANNUITY,NAME_EDUCATION_TYPE_Higher education,INSTAL_DPD_MEAN,PREV_CNT_PAYMENT_MEAN,INSTAL_AMT_PAYMENT_SUM,BURO_AMT_CREDIT_SUM_DEBT_MEAN,OWN_CAR_AGE,NAME_FAMILY_STATUS_Married,AMT_GOODS_PRICE,POS_MONTHS_BALANCE_SIZE,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,PREV_APP_CREDIT_PERC_MIN,INSTAL_AMT_PAYMENT_MIN,APPROVED_CNT_PAYMENT_MEAN,INSTAL_PAYMENT_PERC_MEAN,DAYS_BIRTH,DAYS_EMPLOYED_PERC,BURO_CREDIT_ACTIVE_Closed_MEAN,INSTAL_PAYMENT_DIFF_MEAN,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,REGION_RATING_CLIENT_W_CITY,NAME_EDUCATION_TYPE_Secondary / secondary special,PREV_NAME_YIELD_GROUP_high_MEAN,APPROVED_APP_CREDIT_PERC_MAX,AMT_CREDIT,NAME_CONTRACT_TYPE_Cash loans,POS_SK_DPD_DEF_MEAN,ANNUITY_INCOME_PERC,FLAG_DOCUMENT_3,PREV_NAME_YIELD_GROUP_low_action_MEAN,INCOME_CREDIT_PERC,ACTIVE_DAYS_CREDIT_ENDDATE_MAX,ACTIVE_DAYS_CREDIT_MAX,NAME_INCOME_TYPE_State servant,DEF_30_CNT_SOCIAL_CIRCLE,PREV_APP_CREDIT_PERC_MEAN,FLAG_OWN_CAR,APPROVED_AMT_ANNUITY_MEAN,WALLSMATERIAL_MODE_Panel,INSTAL_DAYS_ENTRY_PAYMENT_SUM,AMT_REQ_CREDIT_BUREAU_QRT,PREV_APP_CREDIT_PERC_MAX,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,NAME_INCOME_TYPE_Working,POS_MONTHS_BALANCE_MAX,INSTAL_DBD_SUM,PREV_NAME_PRODUCT_TYPE_walk-in_MEAN,INSTAL_DAYS_ENTRY_PAYMENT_MEAN,INSTAL_AMT_PAYMENT_MAX,DAYS_ID_PUBLISH,INSTAL_AMT_INSTALMENT_SUM,ACTIVE_AMT_CREDIT_SUM_SUM,YEARS_BEGINEXPLUATATION_MODE,PREV_PRODUCT_COMBINATION_POS industry with interest_MEAN,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,PREV_AMT_ANNUITY_MIN,APPROVED_HOUR_APPR_PROCESS_START_MAX,FLOORSMAX_AVG,BURO_DAYS_CREDIT_ENDDATE_MEAN,APPROVED_AMT_ANNUITY_MIN,INSTAL_PAYMENT_DIFF_SUM,DAYS_LAST_PHONE_CHANGE,PREV_NAME_PAYMENT_TYPE_Cash through the bank_MEAN,CC_AMT_DRAWINGS_CURRENT_VAR,PREV_PRODUCT_COMBINATION_Cash X-Sell: low_MEAN,ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,PREV_NAME_TYPE_SUITE_nan_MEAN,ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,BURO_CREDIT_TYPE_Mortgage_MEAN,CC_CNT_DRAWINGS_CURRENT_MEAN,INSTAL_DAYS_ENTRY_PAYMENT_MAX,PREV_AMT_ANNUITY_MEAN,REG_CITY_NOT_LIVE_CITY,DEF_60_CNT_SOCIAL_CIRCLE,BURO_AMT_CREDIT_SUM_MAX,PREV_AMT_DOWN_PAYMENT_MAX,INSTAL_AMT_PAYMENT_MEAN,ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN,PREV_HOUR_APPR_PROCESS_START_MAX,ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,PREV_DAYS_DECISION_MIN,APPROVED_CNT_PAYMENT_SUM,PREV_CHANNEL_TYPE_Contact center_MEAN,PREV_HOUR_APPR_PROCESS_START_MEAN,ACTIVE_AMT_CREDIT_SUM_MEAN,BURO_DAYS_CREDIT_ENDDATE_MAX,PREV_NAME_GOODS_CATEGORY_Furniture_MEAN,ORGANIZATION_TYPE_Military,BURO_CREDIT_TYPE_Microloan_MEAN,BURO_DAYS_CREDIT_MAX,ORGANIZATION_TYPE_School,PREV_RATE_DOWN_PAYMENT_MAX,BURO_AMT_CREDIT_SUM_LIMIT_MEAN,TARGET,SK_ID_CURR,PRED,PREDproba,cluster
0.5122999166138944,0.475849908720221,0.3772508995597053,-1998.0,1,0.036047973209059184,35748.0,1,0.14285714285714285,19.0,383022.18000000017,104279.625,,0,837000.0,21.0,0.0,0.7444907683144729,1.485,19.0,0.9387755102040815,-12542,0.15930473608674853,0.25,298.1295918367347,0.07692307692307693,3,0,0.0,1.1111215479992484,991678.5,1,0.0,0.14443636363636364,1,0.16666666666666666,0.24957685378880354,12673.0,-210.0,0,0.0,0.9203144029751831,0,15105.74625,0,-12079.0,0.0,1.1111215479992484,0.6666666666666666,1,-1.0,235.0,0.16666666666666666,-246.51020408163265,59798.61,-1913,397630.53000000026,558000.0,0.9782,0.16666666666666666,292.0,4869.45,16.0,0.0417,3277.25,4869.45,14608.349999999999,-642.0,0.5,2944325064.614685,0.16666666666666666,4619.0,0.0,0.6666666666666666,0.0,0.0,3.8461538461538463,-2.0,15105.74625,0,0.0,288000.0,5323.5,7816.779183673473,139039.5,16.0,,-642.0,76.0,0.0,12.333333333333334,186000.0,12673.0,0.0,0,0.0,-210.0,0,0.1089182978657997,0.0,0.0,343605,0.0,0.4940562558908772,6
0.5218391610839592,0.3441550073724169,,-212.0,1,0.10537673080381227,42192.0,1,0.0,21.0,12049239.734999998,1884639.0,3.0,0,360000.0,42.0,0.0,0.0,222.795,21.0,1.0689316690276927,-16573,0.012791890424183914,0.3333333333333333,-4251.968503937008,3.75,2,0,0.0,1.0,400392.0,1,0.0,0.07813333333333333,1,0.2,1.3486782952706349,1576.0,-250.0,0,0.0,0.7205318308568518,1,44830.305,1,-66465.0,0.0,1.0,0.8,1,-3.0,312.0,0.2,-523.3464566929134,931020.39,-120,11509239.734999998,12672000.0,0.9747,0.0,1036.0,35015.265,15.0,0.125,1006.75,35015.265,-540000.0,-3076.0,0.6,51207131964.47265,0.2,1362.6666666666667,0.0,0.6,0.0,0.0,18.208333333333332,-5.0,44830.305,0,0.0,10350000.0,,94875.90342519683,2826958.5,15.0,,-1274.0,84.0,0.0,13.6,3168000.0,1576.0,0.0,0,0.0,-250.0,0,,0.0,0.0,446227,1.0,0.5610599184473701,3
0.2118960114501446,0.8193176922872417,0.7868542442925084,-5222.0,1,0.053396,60070.5,0,0.0,12.0,3750020.1000000006,,2.0,1,1125000.0,43.0,0.0,1.0,4066.65,12.0,1.0,-16268,0.32099827882960413,1.0,0.0,8.2,2,1,0.0,1.0,1125000.0,1,0.0,0.20536923076923078,1,0.4,0.26,,,0,0.0,1.0,1,38318.319,0,-16177.0,0.0,1.0,1.0,0,-1.0,583.0,0.2,-385.1666666666667,1350000.0,-4507,3750020.1000000006,,,0.0,,0.0,17.0,,-2591.0,0.0,0.0,-828.0,0.8,364500000000.0,0.2,,0.0,0.4,,0.0,8.2,-8.0,38318.319,0,0.0,64273.5,0.0,89286.19285714287,,17.0,,-828.0,60.0,0.0,13.8,,-2591.0,0.0,0,0.0,-2919.0,0,0.0,,0.0,427206,0.0,0.3582849355329841,2
0.2966041442194849,0.5762088360175724,,-2136.0,0,0.06390459363957597,16276.5,1,0.0,9.6,14752543.860000005,439614.5625,,1,225000.0,35.0,0.18181818181818182,0.0,441.0,7.75,1.0,-10582,0.20185220185220185,0.875,0.0,0.041666666666666664,1,0,0.18181818181818182,1.1111303819971383,254700.0,1,0.0,0.07234,1,0.18181818181818182,0.8833922261484098,3545.0,-115.0,0,0.0,0.9206504953331278,0,14342.276249999999,0,-89685.0,1.0,1.1111303819971383,0.7272727272727273,0,-7.0,972.0,0.0,-597.9,648000.0,-149,14752543.860000005,5467500.0,,0.0,3545.0,4381.2,17.0,,-412.5,4381.2,0.0,-1915.0,0.8181818181818182,87681150990.03305,0.0,3545.0,0.18181818181818182,0.45454545454545453,0.0,0.125,41.75,-2.0,13141.0845,0,0.0,5467500.0,11799.0,98350.29240000003,3516916.5,17.0,,-2659.0,62.0,0.0,14.181818181818182,5467500.0,3545.0,0.09090909090909091,0,0.0,-115.0,0,0.1202356363636363,0.0,0.0,100912,0.0,0.45524300962712533,5
0.2520583901426944,,,-1288.0,1,0.04901832460732984,16852.5,0,0.0,13.666666666666666,1485381.1950000005,0.0,,1,225000.0,25.0,0.2,0.7829627309740056,301.005,5.5,1.0,-12826,0.1004210198035241,1.0,0.0,3.2857142857142856,2,1,0.2,1.25,343800.0,1,0.0,0.093625,1,0.0,0.5235602094240838,,,0,0.0,1.0185027026150015,0,37337.4225,0,-8623.0,0.0,1.25,0.4,1,-4.0,210.0,0.2,-253.61764705882354,146250.0,-2999,1485381.1950000005,,,0.0,,6750.0,19.0,,3599.0,8250.39,0.0,0.0,0.4,51297325312.5,0.0,,0.3,0.8,,0.0,2.875,-6.0,32623.9275,0,0.0,270000.0,17860.5,43687.68220588237,,19.0,,-691.0,22.0,0.0,14.3,,3599.0,0.0,0,0.0,-54.0,0,0.2178181818181818,,0.0,349167,1.0,0.8640814394668986,3
0.678897510343461,,0.5986725960058654,-2471.0,1,0.0483,32602.5,0,0.0,14.0,1493250.7049999998,74226.615,,0,675000.0,48.0,0.3333333333333333,0.0,125.55,16.0,1.0,-18296,0.13505684302579798,0.3333333333333333,0.0,0.8888888888888888,1,1,0.2222222222222222,1.0,675000.0,1,0.0,0.12075,1,0.1111111111111111,0.4,1364.0,-465.0,0,0.0,0.7921454910221498,0,26789.49,0,-34211.0,0.0,1.0,0.3333333333333333,1,-1.0,433.0,0.2222222222222222,-526.3230769230769,34874.325,-1829,1493250.7049999998,225000.0,,0.0,1333.0,4500.0,16.0,,562.0,22500.0,0.0,-1418.0,0.5555555555555556,9578370054.327188,0.1111111111111111,1348.5,0.0,0.4444444444444444,1160.0775,0.0,1.7777777777777777,-5.0,27834.225000000002,0,0.0,225000.0,0.0,22973.087769230766,111339.9225,16.0,,-1418.0,48.0,0.0,15.0,112500.0,1364.0,0.0,0,0.0,-465.0,0,0.0,1160.0775,0.0,126597,1.0,0.5699050790944401,6
0.6437552420671259,0.1301285429480269,0.4603921540428236,-2028.0,1,0.040725,36652.5,0,0.0,6.0,1784286.7650000004,101915.2575,,1,900000.0,28.0,0.0,0.0,115.245,6.0,1.0,-13571,0.14943629798835753,0.2,0.0,0.0,2,1,0.4,1.0587653623393134,900000.0,1,0.0,0.3258,1,0.0,0.125,27526.0,-59.0,0,0.0,0.7723067128693057,0,16156.1025,1,-46866.0,0.0,1.0587653623393134,0.8,0,-38.0,597.0,0.0,-1041.4666666666667,363383.595,-2870,1784286.7650000004,517500.0,0.9777,0.2,27526.0,3116.25,15.0,0.1667,13430.0,3116.25,0.0,-1572.0,0.6,12529888172.255306,0.0,27526.0,0.4,0.4,5183.325,0.0,48.888888888888886,-20.0,16156.1025,0,0.0,202500.0,6750.0,39650.81700000001,135887.01,15.0,3106.215,-2447.0,24.0,0.0,11.8,129375.0,27526.0,0.0,0,0.0,-59.0,0,0.1615542289988492,3455.5499999999997,0.0,388883,1.0,0.5679148765472121,4
0.6290114926069671,0.7366226976503176,0.495642840688373,-2736.0,1,0.05,7875.0,1,0.0,7.0,213169.27499999997,343035.0,,0,157500.0,14.0,0.0,0.8171572031408578,10682.865,7.0,1.0,-12390,0.22082324455205812,0.75,0.0,,1,0,0.3333333333333333,1.0643640859218049,157500.0,0,0.0,0.040697674418604654,0,0.0,1.2285714285714286,1390.0,-436.0,1,0.0,0.9447955557189772,0,11059.005,0,-20550.0,0.0,1.0643640859218049,1.0,0,-24.0,232.0,0.0,-1712.5,87158.79,-4290,213169.27499999997,1607400.0,0.9687,0.0,1390.0,10109.34,19.0,0.0833,-192.25,10109.34,0.0,0.0,0.6666666666666666,,0.0,1390.0,0.3333333333333333,0.6666666666666666,0.0,0.0,,-775.0,11059.005,0,0.0,1607400.0,6201.0,17764.106249999997,1372140.0,19.0,,-2417.0,21.0,0.0,18.0,1607400.0,1390.0,0.3333333333333333,0,0.0,-436.0,0,0.1048021838496698,0.0,0.0,216989,0.0,0.11409082774962273,0
0.670087936121415,0.6832688314232291,0.9077484475552168,-2529.0,1,0.05798,13045.5,1,0.4722222222222222,20.0,10887189.66000001,29488.5,,0,225000.0,50.0,0.0,0.7712657241799518,172.755,20.0,0.9814814814814815,-17919,0.1411351079859367,0.5,400.35166666666674,0.0,2,0,0.0,1.0,225000.0,1,0.0,0.05798,1,0.25,1.0,2161.0,-583.0,0,0.0,0.9237552413933172,0,26718.255,0,-61741.0,0.0,1.0,0.75,1,-11.0,1076.0,0.25,-571.675925925926,868500.0,-1463,10930427.64000001,1896750.0,0.9831,0.0,2161.0,13405.275,15.0,0.1667,326.0,13405.275,43237.98000000001,-1389.0,0.5,142407238404.9786,0.0,2161.0,0.0,0.5,160875.0,0.25,7.619047619047619,-7.0,26718.255,0,0.0,1575000.0,0.0,100807.31166666675,58977.0,16.0,0.0,-1389.0,60.0,0.0,13.5,948375.0,2161.0,0.0,0,0.0,-583.0,0,0.0,80437.5,0.0,166434,0.0,0.11048684869583993,1
0.4738720763309615,0.5406544504453575,0.5849131231473517,-625.0,0,0.02882738095238095,21793.5,1,,,,0.0,,1,756000.0,,,,,,,-19345,0.03230808994572241,1.0,,,3,0,,,756000.0,1,,0.24215,1,,0.11904761904761904,,,0,0.0,,0,,1,,0.0,,,0,,,,,,-2641,,,0.9767,,,,,0.1667,-1996.0,,,-1.0,,,,,,,,0.0,,,,0,0.0,63090.0,,,,,,,,,,,-1996.0,,0,0.0,-2239.0,0,,0.0,0.0,170975,0.0,0.38112263776154326,0
