EXT_SOURCE_2,EXT_SOURCE_3,EXT_SOURCE_1,DAYS_EMPLOYED,CODE_GENDER,PAYMENT_RATE,AMT_ANNUITY,NAME_EDUCATION_TYPE_Higher education,INSTAL_DPD_MEAN,PREV_CNT_PAYMENT_MEAN,INSTAL_AMT_PAYMENT_SUM,BURO_AMT_CREDIT_SUM_DEBT_MEAN,OWN_CAR_AGE,NAME_FAMILY_STATUS_Married,AMT_GOODS_PRICE,POS_MONTHS_BALANCE_SIZE,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,PREV_APP_CREDIT_PERC_MIN,INSTAL_AMT_PAYMENT_MIN,APPROVED_CNT_PAYMENT_MEAN,INSTAL_PAYMENT_PERC_MEAN,DAYS_BIRTH,DAYS_EMPLOYED_PERC,BURO_CREDIT_ACTIVE_Closed_MEAN,INSTAL_PAYMENT_DIFF_MEAN,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,REGION_RATING_CLIENT_W_CITY,NAME_EDUCATION_TYPE_Secondary / secondary special,PREV_NAME_YIELD_GROUP_high_MEAN,APPROVED_APP_CREDIT_PERC_MAX,AMT_CREDIT,NAME_CONTRACT_TYPE_Cash loans,POS_SK_DPD_DEF_MEAN,ANNUITY_INCOME_PERC,FLAG_DOCUMENT_3,PREV_NAME_YIELD_GROUP_low_action_MEAN,INCOME_CREDIT_PERC,ACTIVE_DAYS_CREDIT_ENDDATE_MAX,ACTIVE_DAYS_CREDIT_MAX,NAME_INCOME_TYPE_State servant,DEF_30_CNT_SOCIAL_CIRCLE,PREV_APP_CREDIT_PERC_MEAN,FLAG_OWN_CAR,APPROVED_AMT_ANNUITY_MEAN,WALLSMATERIAL_MODE_Panel,INSTAL_DAYS_ENTRY_PAYMENT_SUM,AMT_REQ_CREDIT_BUREAU_QRT,PREV_APP_CREDIT_PERC_MAX,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,NAME_INCOME_TYPE_Working,POS_MONTHS_BALANCE_MAX,INSTAL_DBD_SUM,PREV_NAME_PRODUCT_TYPE_walk-in_MEAN,INSTAL_DAYS_ENTRY_PAYMENT_MEAN,INSTAL_AMT_PAYMENT_MAX,DAYS_ID_PUBLISH,INSTAL_AMT_INSTALMENT_SUM,ACTIVE_AMT_CREDIT_SUM_SUM,YEARS_BEGINEXPLUATATION_MODE,PREV_PRODUCT_COMBINATION_POS industry with interest_MEAN,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,PREV_AMT_ANNUITY_MIN,APPROVED_HOUR_APPR_PROCESS_START_MAX,FLOORSMAX_AVG,BURO_DAYS_CREDIT_ENDDATE_MEAN,APPROVED_AMT_ANNUITY_MIN,INSTAL_PAYMENT_DIFF_SUM,DAYS_LAST_PHONE_CHANGE,PREV_NAME_PAYMENT_TYPE_Cash through the bank_MEAN,CC_AMT_DRAWINGS_CURRENT_VAR,PREV_PRODUCT_COMBINATION_Cash X-Sell: low_MEAN,ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,PREV_NAME_TYPE_SUITE_nan_MEAN,ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,BURO_CREDIT_TYPE_Mortgage_MEAN,CC_CNT_DRAWINGS_CURRENT_MEAN,INSTAL_DAYS_ENTRY_PAYMENT_MAX,PREV_AMT_ANNUITY_MEAN,REG_CITY_NOT_LIVE_CITY,DEF_60_CNT_SOCIAL_CIRCLE,BURO_AMT_CREDIT_SUM_MAX,PREV_AMT_DOWN_PAYMENT_MAX,INSTAL_AMT_PAYMENT_MEAN,ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN,PREV_HOUR_APPR_PROCESS_START_MAX,ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,PREV_DAYS_DECISION_MIN,APPROVED_CNT_PAYMENT_SUM,PREV_CHANNEL_TYPE_Contact center_MEAN,PREV_HOUR_APPR_PROCESS_START_MEAN,ACTIVE_AMT_CREDIT_SUM_MEAN,BURO_DAYS_CREDIT_ENDDATE_MAX,PREV_NAME_GOODS_CATEGORY_Furniture_MEAN,ORGANIZATION_TYPE_Military,BURO_CREDIT_TYPE_Microloan_MEAN,BURO_DAYS_CREDIT_MAX,ORGANIZATION_TYPE_School,PREV_RATE_DOWN_PAYMENT_MAX,BURO_AMT_CREDIT_SUM_LIMIT_MEAN,TARGET,SK_ID_CURR,PRED,PREDproba,cluster
0.7089661127545281,0.7136313997323308,,-2922.0,1,0.053516072511624775,28588.5,1,0.7254901960784313,16.125,2186486.685,52403.0625,7.0,1,495000.0,56.0,0.0,1.0,4594.59,16.125,0.9803921568627453,-19286,0.1515088665353106,0.7777777777777778,184.06058823529412,0.16666666666666666,2,0,0.125,1.1111111111111112,534204.0,1,0.35714285714285715,0.21176666666666666,0,0.375,0.25271244693038614,681.0,-1146.0,1,0.0,1.0393294345447723,1,11303.8875,0,-60397.0,0.0,1.1111111111111112,1.0,0,-2.0,1353.0,0.125,-1184.2549019607843,1350000.0,-2820,2195873.775,1326375.0,,0.0,-519.0,0.0,17.0,,-1056.2222222222222,0.0,9387.09,-1788.0,0.75,303750000000.0,0.125,81.0,0.375,0.125,0.0,0.0,0.16666666666666666,-20.0,11303.8875,0,0.0,1236375.0,14400.0,42872.28794117647,209612.25,17.0,,-2595.0,129.0,0.0,13.0,663187.5,681.0,0.0,0,0.0,-805.0,0,0.1308374470315844,0.0,0.0,445021,0.0,0.2693157480529218,2
0.3768278552034466,0.7713615919194317,,-6464.0,1,0.0389207258834766,29340.0,0,0.0,25.0,2104845.0749999997,0.0,,1,540000.0,23.0,0.14285714285714285,0.8732087141397686,43.65,13.333333333333334,1.0,-14878,0.4344669982524533,1.0,0.0,1.3333333333333333,1,1,0.14285714285714285,1.0,753840.0,1,0.0,0.1448888888888889,1,0.0,0.2686246418338109,,,0,1.0,0.9318640188385321,0,36918.57,0,-14476.0,0.0,1.0,0.42857142857142855,0,-1.0,551.0,0.0,-301.5833333333333,761220.0,-5929,2104845.0749999997,,0.9608,0.14285714285714285,,17661.645,15.0,0.125,-582.0,17661.645,0.0,0.0,0.42857142857142855,15463499524.070786,0.14285714285714285,,0.0,0.8571428571428571,,0.0,2.0,-15.0,36685.26,0,1.0,165185.325,0.0,43850.939062499994,,15.0,,-644.0,40.0,0.0,14.142857142857142,,-258.0,0.14285714285714285,0,0.0,-623.0,0,0.0,0.0,0.0,446747,1.0,0.5138069413442956,4
0.5316075381117786,0.5226973172821112,,-3621.0,1,0.03722484460438379,28674.0,1,0.16,21.333333333333332,988564.4100000001,0.0,3.0,0,688500.0,21.0,0.23076923076923078,0.8959288990825688,3.15,6.666666666666667,0.96,-13504,0.2681427725118483,0.7368421052631579,90.0,4.0,3,0,0.0,1.0,770292.0,1,0.0,0.1062,1,0.23076923076923078,0.35051642753657053,639.0,-727.0,1,0.0,0.9667358584819236,1,48428.01000000001,1,-16552.0,2.0,1.0,0.23076923076923078,0,-18.0,335.0,0.0,-662.08,151380.0,-3475,990814.4100000001,865350.0,0.9851,0.15384615384615385,-1560.0,25274.025,15.0,0.3333,-408.8333333333333,40577.355,2250.0,-1191.0,0.3076923076923077,214968556638.40497,0.23076923076923078,-223.25,0.0,0.5384615384615384,45000.0,0.0,9.5,-14.0,41135.467500000006,0,0.0,1365750.0,0.0,39542.576400000005,0.0,16.0,,-1191.0,20.0,0.07692307692307693,13.307692307692308,173070.0,1260.0,0.0,0,0.0,-331.0,0,0.0,12272.727272727272,0.0,390308,1.0,0.5125955275583207,1
0.7077599385630756,,,-4231.0,0,0.029351760708728924,33277.5,1,0.5217391304347826,33.6,4085907.8399999994,,,1,990000.0,48.0,0.25,0.0,6.3,16.0,0.9420289855072463,-20384,0.20756475667189953,,182.77826086956523,2.7777777777777777,1,0,0.0,1.1111760503928827,1133748.0,1,0.0,0.12325,0,0.125,0.2381481599085511,,,0,0.0,0.7605410572269784,0,36488.94,0,-41550.0,,1.1111760503928827,0.375,0,-1.0,996.0,0.25,-602.1739130434783,480076.29,-3202,4098519.5399999996,,0.9707,0.0,,3152.925,19.0,0.125,,3152.925,12611.7,-1479.0,0.5,40161738847.41333,0.0,,0.0,0.5,,,4.0588235294117645,-18.0,37534.599,0,0.0,,7704.0,59216.055652173905,,19.0,,-1479.0,48.0,0.0,16.75,,,0.0,0,,,0,0.1089663746340737,,0.0,382222,1.0,0.7548216823499795,3
0.6319510604806956,0.646329897706246,,-3330.0,0,0.037931429131991566,20880.0,0,0.0847457627118644,20.666666666666668,6852625.65,27079.0,17.0,1,387000.0,59.0,0.1111111111111111,0.8450442380658627,3395.835,21.75,1.3530920055863538,-18549,0.17952450266860748,0.7777777777777778,-9710.153389830508,3.8,2,1,0.3333333333333333,1.011047144857632,550467.0,1,0.0,0.10790697674418605,1,0.0,0.3515197096283701,395.0,-90.0,0,0.0,0.9434999020817457,1,37029.965625,1,-58871.0,0.0,1.1111761263897015,0.8888888888888888,1,-1.0,1090.0,0.1111111111111111,-997.8135593220339,1350000.0,-2077,6279726.600000001,324500.22,0.9806,0.0,395.0,0.0,19.0,0.1667,-1611.25,0.0,-572899.0499999999,-440.0,0.8888888888888888,364500000000.0,0.2222222222222222,395.0,0.0,0.1111111111111111,13500.0,0.0,3.8,-41.0,33222.89,0,0.0,772200.0,4500.0,116146.19745762713,121855.5,19.0,0.0,-2163.0,174.0,0.0,14.222222222222221,162250.11,395.0,0.0,0,0.0,-90.0,0,0.1089664416678634,3000.0,0.0,110858,1.0,0.5571204103566942,2
0.7778788810127146,0.2301588968634147,0.5547421680010186,-4413.0,1,0.05277751814811353,15246.0,1,0.0,29.142857142857142,722687.2200000003,217854.22875,,1,238500.0,14.0,0.2857142857142857,0.8184907031434036,213.3,8.0,1.2039962414032028,-18374,0.24017633612713618,0.14285714285714285,-2301.192972972973,1.2727272727272727,2,0,0.07142857142857142,1.25,288873.0,1,0.0,0.056466666666666665,0,0.0,0.9346667912889055,31107.0,-114.0,0,0.0,0.9520270125137429,0,18718.289999999997,0,-9023.0,0.0,1.25,0.21428571428571427,0,-9.0,363.0,0.14285714285714285,-243.86486486486487,85144.14,-1918,637543.0800000003,3307058.28,,0.0,-273.0,7784.28,12.0,,5248.692307692308,7784.28,-85144.14,-597.0,0.42857142857142855,37288544731.36363,0.14285714285714285,6274.909090909091,0.14285714285714285,0.7857142857142857,11775.94,0.0,1.6363636363636365,-8.0,31682.307857142852,0,0.0,746786.88,24930.0,19532.087027027035,261270.873,12.0,2719.27125,-597.0,24.0,0.0,10.357142857142858,275588.19,31107.0,0.0,0,0.0,-114.0,0,0.2178181818181818,68812.85863636363,0.0,339708,0.0,0.48152300924532965,3
0.6022520277728114,0.5352762504724826,0.1859384464653225,-1066.0,0,0.10825395606083883,25366.5,1,0.5970149253731343,10.0,3488649.705000001,0.0,6.0,1,207000.0,44.0,0.16666666666666666,0.0,3.42,12.0,0.8955223880597015,-10467,0.10184389032196427,1.0,2310.920932835821,0.9583333333333334,2,0,0.5,1.0000390736293705,234324.0,1,0.0,0.15235135135135136,0,0.16666666666666666,0.7105546166845905,,,0,0.0,0.5949884407132215,1,24906.987,0,-71136.0,1.0,1.0000390736293705,0.8333333333333334,1,-9.0,712.0,0.16666666666666666,-530.8656716417911,430364.25,-186,3798313.1100000017,,,0.0,,10127.34,18.0,,-985.0,10127.34,309663.405,-162.0,0.6666666666666666,7301384465.643783,0.0,,0.0,0.5,,0.0,3.6666666666666665,-27.0,22630.8225,1,0.0,1348965.0,4.32,26034.699291044784,,18.0,,-1392.0,60.0,0.0,14.0,,-985.0,0.0,0,0.0,-2357.0,0,4.255307182947276e-05,0.0,0.0,344587,0.0,0.4332362982334736,6
0.7055342024201893,,0.5241203690266522,-2544.0,1,0.04405,19822.5,0,0.03225806451612903,17.555555555555557,328797.54,,,1,450000.0,35.0,0.2,0.0,3439.035,10.0,1.0,-11980,0.21235392320534224,,0.0,,2,1,0.4,1.0526677352873826,450000.0,1,0.0,0.22025,1,0.0,0.2,,,0,0.0,0.8282242366231146,0,7494.894,0,-38943.0,,1.0526677352873826,0.5,0,-16.0,226.0,0.1,-1256.225806451613,69907.275,-1912,328797.54,,,0.0,,3439.035,20.0,,,3439.035,0.0,-2396.0,0.5,,0.2,,0.0,0.2,,,,-527.0,12069.83,0,0.0,,2250.0,10606.372258064515,,20.0,,-2396.0,50.0,0.2,14.2,,,0.0,0,,,0,0.1118852382464464,,0.0,211356,1.0,0.6568251657017832,0
0.6465336796591212,,0.4602011069459464,-2380.0,1,0.07272973950795948,36184.5,1,2.477064220183486,12.0,2018267.7749999994,279945.99,,0,450000.0,33.0,0.0,0.0,6.615,12.0,0.8679307856617322,-11245,0.21164962205424634,0.0,1201.7423394495413,1.0,2,0,0.3333333333333333,0.8347321240561922,497520.0,1,0.21212121212121213,0.1462,1,0.3333333333333333,0.49746743849493485,1211.0,-1268.0,0,0.0,0.5530844621327483,0,17780.46,1,-95967.0,0.0,0.8347321240561922,1.0,0,-23.0,904.0,0.0,-880.4311926605504,378000.0,-3819,2149257.689999998,1620000.0,0.9906,0.0,559.0,6746.67,15.0,0.3333,993.6666666666666,6746.67,130989.915,-1676.0,0.6666666666666666,5204033185.6568985,0.0,993.6666666666666,0.0,0.3333333333333333,1.71,0.0,1.5319148936170213,-10.0,17780.46,0,0.0,1350000.0,0.0,18516.21811926605,279945.99,15.0,1381.5225,-1676.0,36.0,0.0,14.0,540000.0,1211.0,0.0,0,0.0,-1268.0,0,0.0,1.71,0.0,330658,1.0,0.6382913108621283,6
0.3887513370089284,0.248535557339522,,-5210.0,0,0.08113333333333334,10953.0,1,0.2413793103448276,16.4,3684200.534999999,2185763.2425,,1,135000.0,19.0,0.42857142857142855,0.0,0.585,20.0,0.982758620689655,-16208,0.3214461994076999,0.0,706.6225862068966,1.7727272727272727,2,0,0.0,1.2500078923276052,135000.0,1,0.0,0.04868,1,0.0,1.6666666666666667,2319.0,-142.0,0,0.0,0.8944472700882248,0,29951.37,0,-23040.0,1.0,1.2500078923276052,0.42857142857142855,0,-8.0,187.0,0.0,-397.2413793103448,758034.0,-4325,3725184.6449999996,4636980.0,0.9826,0.0,223.0,10620.0,17.0,0.1667,1271.0,10620.0,40984.11,-670.0,0.5714285714285714,81908663890.90909,0.0,1271.0,0.0,0.42857142857142855,0.0,0.0,2.0454545454545454,-5.0,37750.194,0,0.0,4500000.0,106911.0,63520.69887931033,2185763.2425,17.0,,-843.0,60.0,0.0,13.428571428571429,2318490.0,2319.0,0.0,0,0.0,-142.0,0,0.2178236828792864,0.0,0.0,289518,1.0,0.7950120837728014,5
